# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario1.png	255	255	255
10	textures\mario_01.png	255	255	255
20	textures\misc.png	176	224	248
50	textures\enemies.png	3	26	110
30	textures\enemies-2.png	0	128	128
40	textures\special.png	255	255	255
60	textures\enemiesvip.png	255	255	255
70	textures\effects.png	255	255	255
999	textures\special2.png	255	255	255
80	textures\special3.png	255	255	255

# id	left	top	right	bottom	texture_id
#===========================================================================================================SPRITE
[SPRITES]

#=======================================================================================Effect bullet sprite
70	53	46	65	56	70
71	36	45	48	57	70
72	19	45	31	57	70
73	2	45	16	59	70

#=======================================================================================Item sprite
10	334	100	348	116	20
11	156	121	171	137	20
12	180	123	196	137	20

#=======================================================================================Big mario fire sprite
# idle right
12001	213	683	230	710	0
# walk right
12002	252	683	271	710	0
12003	292	684	311	710	0
# idle left
12005	176	683	190	710	0
# walk left
12006	135	683	151	710	0
12007	95	684	111	710	0
# sitting left
12011	16	680	30	716	0
# sitting right
12012	373	680	390	716	0
# stop right 
12016	172	723	191	751	0
# stop left
12017	215	723	231	751	0
# fly right 
12021	332	684	351	710	0
# fly left
12022	55	684	71	710	0
# attack right 
12041	363	803	380	830	0
# attack left
12043	26	803	40	830	0
# running right
120002	213	763	232	790	0
120003	253	763	272	790	0
120004	293	764	312	790	0
# running left
120006	174	763	193	790	0
120007	134	763	153	790	0
120008	94	764	113	790	0
# flying when running right
120211	333	804	352	830	0
# flying when running left
120221	54	804	73	830	0
# flying attack right
120310	253	803	272	830	0
# flying attack left
120320	134	803	153	830	0
# KICK KOOPAS RIGHT
12008	133	723	154	760	0
# KICK KOOPAS LEFT
12009	252	723	273	760	0


#=======================================================================================Big mario have tail sprite
# idle right
11001	208	443	233	471	0
# walk right
11002	260	443	284	471	0
11003	289	443	314	470	0	
# idle left
11005	8	3	36	31	80
# walk left
11006	115	443	144	471	0
11007	85	443	115	470	0
# sitting left
11011	5	438	34	466	0
# sitting right
11012	370	438	394	466	0
# stop right
11016	166	482	191	512	0
# stop left
11017	208	482	231	512	0
# fly right
11021	329	443	354	470	0
# fly left
11022	44	443	75	470	0
# falling right
11031	209	603	234	631	0
# falling left
11032	165	603	195	631	0
# attack right
11045	234	443	259	471	0
11046	346	483	371	511	0
11047	6	4	38	32	999
11048	381	483	406	511	0
# attack left
11043	8	4	38	32	999
11042	348	483	371	511	0
11041	236	443	259	471	0
11044	383	483	406	511	0
# running right
110002	209	523	235	551	0
110003	249	523	275	551	0
110004	289	523	315	550	0
# running left
110006	164	523	195	551	0
110007	124	523	155	551	0
110008	84	523	115	551	0
# flying when running right
110211	291	603	315	631	0	
# flying when running left
#110221	91	603	115	631	0
110221	84	603	115	631	0
# falling down slownly right (mario tail down) 
110310	249	603	274	633	0
# falling down slownly left   (mario tail down)
110320	125	603	155	630	0
# falling down slownly right (mario tail up)
110311	331	603	355	630	0
# falling down slownly left   (mario tail up)
110321	44	603	75	630	0
# flying running TAIL middle right 
110312	371	603	395	630	0
# flying running TAIL middle left
#110322	11	603	35	630	0
110322	4	603	35	630	0
# Kick KOOPAS RIGHT
11008	239	483	269	511	0
# Kick KOOPAS LEFT
11009	136	483	159	511	0
#idle hold shell right 
1110000	318	523	343	551	0
#walking hold shell right
1110001	349	523	373	551	0
1110002	379	523	404	550	0	

#=======================================================================================Big mario sprite
# idle right
10001	213	243	230	270	0
# walk right
10002	252	243	271	270	0		
10003	292	244	311	270	0
# idle left
10011	176	243	190	270	0
#walk
10012	135	243	151	270	0
10013	95	244	111	270	0
# sitting left
10050	16	240	30	266	0
# sitting right
10051	373	240	390	266	0
# stop right
10060	172	283	191	311	0
# stop left
10061	215	283	231	311	0
# fly right
10070	332	244	351	270	0
# fly left
10071	55	244	71	270	0
# running right
100001	213	323	232	350	0
100002	253	323	272	350	0
100003	293	324	312	350	0
# running left
100012	174	323	193	350	0
100013	134	323	153	350	0
100014	94	324	113	350	0
# flying when running right
100701	333	364	352	390	0
# flying when running left
100711	54	364	73	390	0
# KICK KOOPAS RIGHT
10008	252	283	273	311	0
# KICK KOOPAS LEFT
10009	133	283	154	311	0

# die 
10099	375	209	391	224	0
#=======================================================================================Small mario sprite
# idle small right
10021	217	89	229	104	0
# walk
10022	256	89	271	104	0
10023	255	169	271	185	0
# idle small left
10031	177	89	189	104	0
# walk
10032	135	89	150	104	0
10033	135	169	150	185	0
# stop right
10080	176	129	190	145	0
# stop left
10081	216	129	230	145	0
# fly right
10085	335	89	351	104	0
# fly left
10086	55	89	71	104	0
# running right
10040	215	169	231	184	0
10041	255	169	271	184	0
# running left
10042	175	169	191	184	0
10043	135	169	151	184	0
# flying when running right
100850	215	209	231	225	0
# flying when running left
100860	175	209	191	225	0





#=======================================================================================Question brick sprite
#Question brick
20011	157	188	173	204	20
20012	176	188	192	204	20
20013	196	188	212	204	20
20014	215	188	231	204	20
#Question brick unnavailable
20010	235	188	251	204	20

#=======================================================================================Brick sprite
20001	254	188	270	204	20
20002	274	188	290	204	20
20003	309	144	325	160	20

#=======================================================================================Goomba sprite
#walking
30001	65	4	81	20	60
30002	15	4	31	20	60
#die
30003	315	7	331	16	60


#=======================================================================================Pipe flower sprite
# bong hoa nguoc CLOSE MOUTH len troi LEFT
80000	165	545	181	578	60
# bong hoa nguoc open mouth len troi LEFT
80001	65	545	81	578	60
# bong hoa nguoc close mouth xuong LEFT
80002	115	545	131	578	60
# bong hoa nguoc open mouth xuong LEFT
80003	15	545	31	578	60
# bong hoa nguoc close mouth len troi RIGHT
80004	215	545	231	578	60
# bong hoa nguoc open mouth len troi RIGHT
80005	315	545	331	578	60
# bong hoa nguoc close mouth xuong RIGHT
80006	265	545	281	578	60
# bong hoa nguoc open mouth xuong RIGHT
80007	365	545	381	578	60


#=======================================================================================Fire bullet sprite
50	174	658	182	666	60
51	154	658	162	666	60
52	134	658	142	666	60
53	114	657	122	666	60


#=======================================================================================Koopas sprite
#----------------------------------------------------Koopas Red
#walk left
50001	165	198	181	225	60
50002	125	198	141	225	60
#walk right
50011	215	198	231	225	60
50012	255	198	271	225	60
#shell
50030	50	193	66	230	60
#shell MOVE
50032	15	195	31	221	60
50033	15	220	31	246	60
50034	15	245	31	271	60
# KOOPAS SHELL HEALTH
50035	84	93	102	119	60

# KOOPAS overturned SHELL
50050	330	94	346	131	60
# KOOPAS overturned SHELL MOVING
50051	365	96	381	120	60
50052	365	121	381	145	60
50053	365	146	381	170	60
# KOOPAS overturned SHELL HEALTH
50055	294	93	312	131	60

#KOOPAS FLYING HAVE WING
# WALKING RIGHT
50003	295	149	311	175	60
50004	335	148	351	175	60
# WALKING LEFT
50013	85	149	101	175	60
50014	45	148	61	175	60
# FLYING RIGHT
50040	335	148	351	175	60
50041	255	148	271	176	60
# FLYING LEFT
50042	165	148	181	175	60
50043	45	148	61	175	60










# ani_id	sprite1_id	time1	sprite2_id	time2	...
#===========================================================================================================ANIMATION
[ANIMATIONS]

# ==== Item =========
50	10	100
51	11	100
52	12	100

# ==================================================== ANI MARIO ==============================================

#----------------------------------SMALL & BIG & BIG TAI ANIL------------------------------------------------
#----------------------------------IDLE--------------------
#idle BIG right
400	10001	100
#idle BIG left
401	10011	100
#idle small right
402	10021	100
#idle small left
403	10031	100
#idle big have tail right
404	11001	100
#idle big have tail left
405	11005	100

#----------------------------------WALKING--------------------
#walk right big
500	10001	100	10002	100	10003	100
#walk left big
501	10011	100	10012	100	10013	100
#walk right small
502	10021	100	10022	100	10023	100
#walk left small
503	10031	100	10032	100	10033	100
#walk right big have tail
504	11001	100	11002	100	11003	100
#walk left big have tail
505	11005	100	11006	100	11007	100

#----------------------------------DIE-------------------
#die
599	10099	100


#----------------------------------BIG SPECIAL--------------------
#sitting big left	(BIG)
415	10050	100
#sitting big right	(BIG)
416	10051	100
#fly big right 	(BIG)
430	10070	100
