# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario1.png	255	255	255
10	textures\mario_01.png	255	255	255
20	textures\misc.png	176	224	248
50	textures\enemies.png	3	26	110
30	textures\enemies-2.png	0	128	128
40	textures\special.png	255	255	255
60	textures\enemiesvip.png	255	255	255
70	textures\effects.png	0	0	0
999	textures\special2.png	255	255	255
80	textures\special3.png	255	255	255
90	textures\other.png	68	145	190

# id	left	top	right	bottom	texture_id
#===========================================================================================================SPRITE
[SPRITES]

#=======================================================================================Effect bullet sprite
70	53	46	65	56	70
71	36	45	48	57	70
72	19	45	31	57	70
73	2	45	16	59	70

#=======================================================================================Item sprite
10	334	100	348	116	20
11	156	121	171	137	20
12	180	123	196	137	20



#======================mario
#---------------------------------------------------------PLAYER-------------------------------------------
# MARIO DIE
999999	375	209	391	224	0
#ani_sets level	stt(3 so) nx
#******************************************MARIO SMALL
#+++++++++++++++++++++++++++++++RIGHT
#idle right
100001	217	89	229	104	0
#walking right
100011	256	89	271	104	0
100021	255	169	271	185	0
#stop right
100031	176	129	190	145	0
#fly right
100041	335	89	351	104	0
#running right
100051	215	169	231	184	0
100061	255	169	271	184	0
# flying when running right
100071	215	209	231	225	0
#kick Koopas right
100081	255	129	271	145	0
#hold Shell Koopas idle	right
100091	336	169	350	185	0
#hold Shell Koopas walk right (left -2)
100101	377	169	391	185	0
#+++++++++++++++++++++++++++++++LEFT
#idle left
100000	177	89	189	104	0
#walking left
100010	135	89	150	104	0
100020	135	169	150	185	0
#stop left
100030	216	129	230	145	0
#fly left
100040	55	89	71	104	0
#running left
100050	175	169	191	184	0
100060	135	169	151	184	0
# flying when running left
100070	175	209	191	225	0
#kick Koopas left
100080	135	129	151	145	0
#hold Shell Koopas idle left
100090	54	169	70	185	0
#hold Shell Koopas walk left
100100	13	169	30	185	0

#******************************************MARIO BIG
#+++++++++++++++++++++++++++++++RIGHT
#idle right
110001	213	243	230	270	0
#walking right
110011	252	243	271	270	0
110021	292	244	311	270	0
#stop right
110031	172	283	191	311	0
#fly right
110041	332	244	351	270	0
#running right
110051	213	323	232	350	0
110061	253	323	272	350	0
110071	293	324	312	350	0
# flying when running right
110081	333	364	352	390	0
#kick Koopas right
110091	252	283	273	311	0
#sitting right
110101	373	240	390	266	0
#hold Shell Koopas idle right (left-3)
110111	328	323	345	350	0
#hold Shell Koopas walk	right (left -2)
110121	354	323	371	350	0
110131	59	4	76	30	90

#+++++++++++++++++++++++++++++++LEFT
#idle left
110000	176	243	190	270	0
#walking left
110010	135	243	151	270	0
110020	95	244	111	270	0
#stop left
110030	215	283	231	311	0
#fly left
110040	55	244	71	270	0
#running left
110050	174	323	193	350	0
110060	134	323	153	350	0
110070	94	324	113	350	0
# flying when running left
110080	54	364	73	390	0
#kick Koopas left
110090	133	283	154	311	0
#sitting left
110100	16	240	30	266	0
#hold Shell Koopas idle left
110110	61	323	75	350	0
#hold Shell Koopas walk	left
110120	35	323	50	350	0
110130	21	4	37	30	90

#******************************************MARIO BIG TAIL
#+++++++++++++++++++++++++++++++RIGHT
#idle right
120001	208	443	233	471	0
#walking right
120011	260	443	284	471	0
120021	289	443	314	470	0
#stop right
120031	166	482	191	512	0
#fly right
120041	329	443	354	470	0
#running right
120051	209	523	235	551	0
120061	249	523	275	551	0
120071	289	523	315	550	0
# flying when running right
120081	291	603	315	631	0
#kick Koopas right
120091	239	483	269	511	0
#sitting right
120101	370	438	394	466	0
#attack onground right
120111	234	443	259	471	0
120121	346	483	371	511	0
120131	6	4	38	32	999
120141	381	483	406	511	0
#falling right
120151	209	603	234	631	0
#falling down slownly right (tail down)
120161	249	603	274	633	0
#falling down slownly right (tail up)
120171	331	603	355	630	0
#flying up slownly right (tail middle)
120181	371	603	395	630	0
#hold Shell Koopas idle right (left -4)
120191	318	523	343	551	0
#hold Shell Koopas walk right (left -2)
120201	348	523	373	551	0
120211	379	523	404	550	0


#+++++++++++++++++++++++++++++++LEFT
#idle left
120000	8	3	36	31	80
#walking left
120010	115	443	144	471	0
120020	85	443	115	470	0
#stop left
120030	208	482	231	512	0
#fly left
120040	44	443	75	470	0
#running left
120050	164	523	195	551	0
120060	124	523	155	551	0
120070	84	523	115	551	0
# flying when running left
120080	84	603	115	631	0
#kick Koopas left
120090	136	483	159	511	0
#sitting left
120100	5	438	34	466	0
#attack onground left
120110	8	4	38	32	999
120120	348	483	371	511	0
120130	236	443	259	471	0
120140	383	483	406	511	0
#falling left
120150	165	603	195	631	0
#falling down slownly left (tail down)
120160	125	603	155	630	0
#falling down slownly left (tail up)
120170	44	603	75	630	0
#flying up slownly left	(tail middle)
120180	4	603	35	630	0
#hold Shell Koopas idle left (left -7)
120190	56	523	84	551	0
#hold Shell Koopas walk left
120200	26	523	55	551	0
120210	90	3	120	30	90

#******************************************MARIO BIG FIRE
#+++++++++++++++++++++++++++++++RIGHT
#idle right
130001	213	683	230	710	0
#walking right
130011	252	683	271	710	0
130021	292	684	311	710	0
#stop right
130031	172	723	191	751	0
#fly right
130041	332	684	351	710	0
#running right
130051	213	763	232	790	0
130061	253	763	272	790	0
130071	293	764	312	790	0
# flying when running right
130081	333	804	352	830	0
#kick Koopas right
130091	252	723	273	760	0
#sitting right
130101	373	680	390	716	0
#attack onground right
130111	363	803	380	830	0
#attack onair right
130121	253	803	272	830	0
#hold Shell Koopas idle right (left -3)
130131	328	763	345	790	0
#hold Shell Koopas walk right
130141	354	763	371	790	0
130151	379	764	396	790	0
#+++++++++++++++++++++++++++++++LEFT
#idle left
130000	176	683	190	710	0
#walking left
130010	135	683	151	710	0
130020	95	684	111	710	0
#stop left
130030	215	723	231	751	0
#fly left
130040	55	684	71	710	0
#running left
130050	174	763	193	790	0
130060	134	763	153	790	0
130070	94	764	113	790	0
# flying when running left
130080	54	804	73	830	0
#kick Koopas left
130090	133	723	154	760	0
#sitting left
130100	16	680	30	716	0
#attack onground left
130110	26	803	40	830	0
#attack onair left
130120	134	803	153	830	0
#hold Shell Koopas idle left
130130	61	763	75	790	0
#hold Shell Koopas walk left
130140	35	763	50	790	0
130150	10	764	26	790	0



#-----------------------------------------------MISC--------------------------------------------------------
#id_set(20)	stt(xx)	(state)
#**********************************************BRICK DEFAULT
20001	254	188	270	204	20
20011	274	188	290	204	20
20021	309	144	325	160	20

#**********************************************QUESTION BRICK
#id_set(21) + stt + state(1live)
#Question brick available
21001	157	188	173	204	20
21011	176	188	192	204	20
21021	196	188	212	204	20
21031	215	188	231	204	20
#Question brick unnavailable (0die)
21040	235	188	251	204	20



#=======================================================================================Goomba sprite
#ani_sets level	stt(3 so)
#Goomba defaul (level = 0)
#moving
30000	65	4	81	20	60
30001	15	4	31	20	60
#die
30002	315	0	331	16	60
#die ngược
30003	247	10	263	26	90


#=======================================================================================Pipe flower sprite
# bong hoa nguoc CLOSE MOUTH len troi LEFT
80000	165	545	181	578	60
# bong hoa nguoc open mouth len troi LEFT
80001	65	545	81	578	60
# bong hoa nguoc close mouth xuong LEFT
80002	115	545	131	578	60
# bong hoa nguoc open mouth xuong LEFT
80003	15	545	31	578	60
# bong hoa nguoc close mouth len troi RIGHT
80004	215	545	231	578	60
# bong hoa nguoc open mouth len troi RIGHT
80005	315	545	331	578	60
# bong hoa nguoc close mouth xuong RIGHT
80006	265	545	281	578	60
# bong hoa nguoc open mouth xuong RIGHT
80007	365	545	381	578	60


#=======================================================================================Fire bullet sprite
50	174	658	182	666	60
51	154	658	162	666	60
52	134	658	142	666	60
53	114	657	122	666	60


#=======================================================================================Koopas sprite
#----------------------------------------------------Koopas Red
#walk left
50001	165	198	181	225	60
50002	125	198	141	225	60
#walk right
50011	215	198	231	225	60
50012	255	198	271	225	60
#shell
50030	50	193	66	230	60
#shell MOVE
50032	15	195	31	221	60
50033	15	220	31	246	60
50034	15	245	31	271	60
# KOOPAS SHELL HEALTH
