#TEXTURE
# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario1.png	255	255	255
10	textures\mario_01.png	255	255	255
20	textures\misc.png	166	185	255
21	textures\misc2.png	0	117	255
50	textures\enemies.png	3	26	110
30	textures\enemies-2.png	0	128	128
40	textures\special.png	255	255	255
42	textures\fireball_right.png	0	255	255
43	textures\fireball_left.png	0	255	255
44	textures\enemies-5.png	0	255	255
46	textures\enemies-5_1.png	0	255	255
60	textures\enemiesvip.png	255	255	255
70	textures\effects.png	176	224	248
80	textures\special3.png	255	255	255
90	textures\other.png	69	145	190
100	textures\statusbar.png	255	0	255
101	textures\HUD.png	81	255	191
999	textures\special2.png	255	255	255
998	textures\DarkScreen.png	237	28	36
997	textures\title.png	255	255	255
# id	left	top	right	bottom	texture_id
#===========================================================================================================SPRITE
[SPRITES]
#HUD
# FRAME BOARD
700	3	3	155	31	100

#NUMBER SPRITES
701	33	32	41	39	100
702	44	32	52	39	100
745	53	32	61	39	100
703	63	32	71	39	100
704	73	32	81	39	100
705	83	32	91	39	100
706	93	32	101	39	100
707	103	32	111	39	100
708	113	32	121	39	100
709	123	32	131	39	100

# LETTER Sprites (ALPHABET)
710	133	32	141	39	100
711	143	32	151	39	100
712	33	42	41	50	100
713	43	42	51	50	100
714	53	42	61	50	100
715	63	42	71	50	100
716	73	42	81	50	100
717	83	42	91	50	100
718	94	42	98	50	100
719	103	42	111	50	100
720	113	42	121	50	100
721	123	42	131	50	100
722	133	42	141	50	100
723	143	42	151	50	100
724	33	52	41	60	100
725	43	52	51	60	100
726	53	52	61	60	100
727	63	52	71	60	100
728	73	52	81	60	100
729	83	52	91	60	100
730	93	52	101	60	100
731	103	52	111	60	100
732	113	52	121	60	100
733	123	52	131	60	100
734	133	52	141	60	100
735	143	52	151	60	100


# SPEED CARRET RIGHT <|
740	3	33	11	40	100

# MAXX SPEED P
741 	12	33	27	40	100
742	100	162	115	169	101

# M
743	8	43	24	50	100
# L
744	8	51	24	58	100



#MARIO
#---------------------------------------------------------PLAYER-------------------------------------------
# MARIO DIE
999999	375	209	391	224	0
#mario small down up pipe
999998	5	129	31	145	0
999997	5	283	31	310	0
999996	25	483	51	511	0
999995	5	723	31	750	0
#MARIOSMALL
999994	16	9	30	25	0
999993	16	49	30	65	0
#ani_sets level	stt(3 so) nx
#******************************************MARIO SMALL (done)
#+++++++++++++++++++++++++++++++RIGHT
#idle right
100001	205	74	229	104	0
#walking right
100011	246	75	271	105	0
100021	245	155	271	185	0
#stop right
100031	204	115	230	145	0
#fly right
100041	325	75	351	105	0
#running right
100051	205	155	231	185	0
100061	245	155	271	185	0
# flying when running right
100071	205	209	231	225	0
#kick Koopas right
100081	245	115	271	145	0
#hold Shell Koopas idle	right
100091	325	155	350	185	0
#hold Shell Koopas walk right (left -2)
100101	366	155	391	185	0
#+++++++++++++++++++++++++++++++LEFT
#idle left
100000	167	74	189	104	0
#walking left
100010	126	75	150	105	0
100020	127	155	151	185	0
#stop left
100030	168	115	190	145	0
#fly left
100040	46	75	71	105	0
#running left
100050	167	155	191	185	0
100060	127	155	151	185	0
# flying when running left
100070	165	209	191	225	0
#kick Koopas left
100080	127	115	151	145	0
#hold Shell Koopas idle left
100090	45	155	70	185	0
#hold Shell Koopas walk left
100100	4	155	30	185	0

#******************************************MARIO BIG (done)
#+++++++++++++++++++++++++++++++RIGHT
#idle right
110001	205	240	230	270	0
#walking right
110011	245	240	271	270	0
110021	285	241	311	271	0
#stop right
110031	165	281	191	311	0
#fly right
110041	325	240	351	270	0
#running right
110051	206	320	232	350	0
110061	246	320	272	350	0
110071	286	321	312	351	0
# flying when running right
110081	326	361	352	390	0
#kick Koopas right
110091	243	280	273	310	0
#sitting right
110101	365	236	390	266	0
#hold Shell Koopas idle right (left-3)
110111	319	320	345	350	0
#hold Shell Koopas walk	right (left -2)
110121	345	320	371	350	0
110131	50	1	76	30	90

#+++++++++++++++++++++++++++++++LEFT
#idle left
110000	167	240	190	270	0
#walking left
110010	126	240	151	270	0
110020	86	241	111	271	0
#stop left
110030	205	281	231	311	0
#fly left
110040	46	240	71	270	0
#running left
110050	164	320	193	350	0
110060	124	320	153	350	0
110070	84	321	113	351	0
# flying when running left 
110080	44	361	73	390	0
#kick Koopas left
110090	129	280	154	310	0
#sitting left
110100	7	236	30	266	0
#hold Shell Koopas idle left
110110	52	320	75	350	0
#hold Shell Koopas walk	left (not Fixed)
110120	26	320	50	350	0
110130	12	1	37	30	90

#******************************************MARIO BIG TAIL (done)
#+++++++++++++++++++++++++++++++RIGHT
#idle right
120001	208	441	233	471	0
#walking right
120011	259	441	284	471	0
120021	289	441	314	471	0
#stop right
120031	168	482	191	512	0
#fly right
120041	329	440	354	470	0
#running right
120051	209	521	235	551	0
120061	249	521	275	551	0
120071	289	521	315	551	0
# flying when running right
120081	291	601	315	631	0
#kick Koopas right
120091	239	481	269	511	0
#sitting right
120101	369	436	394	466	0
#attack onground right
120111	234	441	259	471	0
120121	346	481	371	511	0
120131	6	2	38	32	999
120141	381	481	406	511	0
#falling right
120151	209	601	234	631	0
#falling down slownly right (tail down)
120161	249	601	274	631	0
#falling down slownly right (tail up)
120171	331	601	355	631	0
#flying up slownly right (tail middle)
120181	371	601	395	631	0
#hold Shell Koopas idle right (left -4)
120191	320	521	343	551	0
#hold Shell Koopas walk right (left -2)
120201	350	521	373	551	0
120211	381	521	404	551	0


#+++++++++++++++++++++++++++++++LEFT
#idle left
120000	6	1	36	31	80
#walking left (notFix)
120010	12	77	43	107	90
120020	84	441	116	471	0
#stop left
120030	208	482	231	512	0
#fly left
120040	44	440	75	470	0
#running left
120050	162	521	195	551	0
120060	122	521	155	551	0
120070	51	79	84	108	90
# flying when running left
120080	84	603	115	631	0
#kick Koopas left
120090	133	481	159	511	0
#sitting left
120100	3	436	34	466	0
#attack onground left
120110	6	2	38	32	999
120120	346	481	371	511	0
120130	234	441	259	471	0
120140	381	481	406	511	0
#falling left
120150	164	601	195	631	0
#falling down slownly left (tail down)
120160	124	601	154	631	0
#falling down slownly left (tail up)
120170	44	601	75	631	0
#flying up slownly left	(tail middle)
120180	4	601	35	631	0
#hold Shell Koopas idle left (left -7)
120190	56	521	84	551	0
#hold Shell Koopas walk left
120200	26	521	55	551	0
120210	90	1	120	30	90

#******************************************MARIO BIG FIRE
#+++++++++++++++++++++++++++++++RIGHT
#idle right
130001	205	680	230	710	0
#walking right
130011	245	680	271	710	0
130021	285	681	311	711	0
#stop right
130031	165	721	191	751	0
#fly right
130041	325	681	351	711	0
#running right
130051	206	760	232	790	0
130061	246	760	272	790	0
130071	286	761	312	791	0
# flying when running right
130081	326	801	352	830	0
#kick Koopas right
130091	243	721	273	751	0
#sitting right
130101	365	676	390	706	0
#attack onground right
130111	355	800	380	830	0
#attack onair right
130121	245	800	272	830	0
#hold Shell Koopas idle right (left -3)
130131	319	760	345	790	0
#hold Shell Koopas walk right
130141	345	760	371	790	0
130151	50	36	76	65	90
#+++++++++++++++++++++++++++++++LEFT
#idle left
130000	167	680	190	710	0
#walking left
130010	126	680	151	710	0
130020	86	681	111	711	0
#stop left
130030	205	721	231	751	0
#fly left
130040	46	681	71	711	0
#running left
130050	164	760	193	790	0
130060	124	760	153	790	0
130070	84	761	113	791	0
# flying when running left #
130080	45	804	73	830	0
#kick Koopas left
130090	129	721	154	751	0
#sitting left
130100	7	676	30	706	0
#attack onground left
130110	88	35	111	65	90
#attack onair left
130120	125	800	153	830	0
#hold Shell Koopas idle left
130130	52	760	75	790	0
#hold Shell Koopas walk left
130140	26	760	50	790	0
130150	1	761	26	791	0
#MISC

#-----------------------------------------------MISC--------------------------------------------------------
#id_set(20)	stt(xx)	(state)
#**********************************************BRICK DEFAULT
20001	254	188	270	204	20
20011	274	188	290	204	20
20021	309	144	325	160	20

#**********************************************QUESTION BRICK
#id_set(21) + stt + state(1live)
#Question brick available
21001	157	188	173	204	20
21011	176	188	192	204	20
21021	196	188	212	204	20
21031	215	188	231	204	20
#Question brick unnavailable (0die)
21040	235	188	251	204	20


#**********************************************WEAK BRICK
22001	274	188	290	204	20
22002	293	188	309	204	20
22003	312	188	328	204	20
22004	331	188	347	204	20

#**********************************************PIPE
# short pipe
23000	201	415	233	447	21
# medium pipe
23010	5	28	37	76	21
# long pipe
23020	472	157	504	365	21
# hidden pipe
23030	433	223	465	255	21
# short pipe pair with long one
23040	433	157	465	205	21

#********************************************MOVING WOOD
24000	352	167	400	183	20
#ITEM
#=========COIN===================
5001	334	100	348	116	20
5002	290	100	308	116	20
5003	354	100	371	116	20
5004	370	100	386	116	20
5005	294	101	302	115	20
5006	319	101	327	115	20
5007	308	101	316	115	20
#=========MUSHROOM RED=====================
5008	156	121	172	137	20
#=====LEAF TREE===================
5009	180	123	196	137	20
5010	376	145	392	159	20
#FIRE FLOWER
5011	309	121	325	137	20
#=====P_SWITCH====================
5012	178	144	194	160	20
5013	156	144	172	160	20
# pressed already
5014	200	144	216	160	20
# star
5015	201	121	217	137	20
#=========MUSHROOM GREEN=====================
5016	286	121	302	137	20
#ENEMY
#-----------------------------------------------ENEMY SPRITES--------------------------------------------------------
#=======================================================================================Goomba sprite
#ani_sets type level stt(2 so)
#-------------------------------------------------Goomba yellow (type = 0)
#level có cánh
#flying (top - 5)
30100	113	0	133	24	60
30101	163	0	183	24	60
30102	212	0	232	24	60
30103	263	0	283	24	60
#level ko cánh
#moving (top - 8) (left - 2) (right + 2)
30000	63	0	83	24	60
30001	12	0	32	24	60
#die (top - 15) (left - 2) (right + 2)
30002	312	0	332	24	60
#die ngược (top - 15) (left - 2) (right + 2)
30003	230	1	250	32	90
#ani_sets type level stt(2 so)
#-------------------------------------------------Goomba red (type = 1)
#level có cánh (1)
#flying (top - 5) (left - 2) (right + 2)
31100	111	50	135	74	60
31101	161	50	185	74	60
31102	211	47	235	71	60
31103	261	47	285	71	60
#level ko cánh (0)
#moving (top - 8) (left - 2) (right + 2)
31000	13	46	33	70	60
31001	63	46	83	70	60
#die	(top - 15) (left - 2) (right + 2)
31002	313	35	333	66	60
#die ngược (top - 15) (left - 2) (right + 2)
31003	230	36	250	67	90

#=======================================================================================Koopas sprite
#RED type 0, GREEN type 1
#-----------------------------------------------------------------------------------KOOPAS RED
#ani_set	type 	level	stt(2x)	nx 
#----------------------------------------------------Koopas RED HAVE WING (level 2)
#flying left
402000	165	248	181	275	60
402010	125	248	141	276	60
